Protein,Localization,Length,Mass,Hydrophobic,Positive Charged,Negative Charged,Polar,Hydropathicity
MDC1,Nuclear,2089,226666,900,285,306,598,-1722.3
MDN1,Nuclear,5596,632820,2534,776,793,1493,-2075.5
MEAF6,Nuclear,191,21635,66,39,28,58,-238.6
MFAP1,Nuclear,439,51958,144,92,116,87,-609.9
MGA,Nuclear,3065,336159,1290,436,395,944,-1927.3
MPHOSPH8,Nuclear,860,97182,333,166,166,195,-785.9
MTA1,Nuclear,715,80786,315,118,79,203,-440.9
MTA3,Nuclear,594,67504,243,93,68,190,-321.2
NCOA5,Nuclear,579,65536,228,102,79,170,-639.1
NFIC,Nuclear,508,55675,233,74,53,148,-282.4
NFIL3,Nuclear,462,51472,172,73,62,155,-326.2
NFKBIL1,Nuclear,381,43257,164,72,61,84,-413
NHP2,Nuclear,153,17201,71,25,20,37,-69.5
NIPBL,Nuclear,2804,316051,1092,470,400,842,-2129.2
NKTR,Nuclear,1462,165677,379,359,188,536,-2066.8
NOLC1,Nuclear,699,73603,259,134,106,200,-844.7
NOP10,Nuclear,64,7706,26,14,5,19,-54.4
NR2C1,Nuclear,603,67315,262,74,68,199,-156.1
NSMCE4A,Nuclear,385,44301,162,64,70,89,-309.3
NTHL1,Nuclear,312,34390,151,54,29,78,-141.2
NUP153,Nuclear,1475,153938,638,149,114,574,-691.9
NXF1,Nuclear,619,70182,265,97,79,178,-371
NXT1,Nuclear,140,15847,60,13,16,51,-28.1
NXT2,Nuclear,142,16228,57,14,15,56,-50.8
ORC1,Nuclear,861,97350,367,150,101,243,-452
OVOL1,Nuclear,267,30259,107,53,27,80,-162.7
PARN,Nuclear,639,73451,260,95,92,192,-401.4
PAX9,Nuclear,341,36310,177,42,21,101,-95.1
PAXBP1,Nuclear,917,104804,369,150,156,242,-762.5
PCGF1,Nuclear,259,30346,106,48,28,77,-117
PCGF6,Nuclear,350,39047,169,49,62,70,-148.2
PDIK1L,Nuclear,341,38546,160,48,43,90,-70.9
PDS5B,Nuclear,1447,164667,614,258,201,374,-823.6
PHF1,Nuclear,567,62106,271,88,53,155,-287.4
PHF20L1,Nuclear,1017,115010,384,177,160,296,-891.7
PHF3,Nuclear,2039,229481,759,366,318,596,-1915.3
PKP1,Nuclear,747,82861,297,102,64,284,-420.9
POGZ,Nuclear,1410,155344,643,183,139,445,-555.4
PSIP1,Nuclear,530,60103,177,121,98,134,-750
RAD21,Nuclear,631,71690,280,83,129,139,-448.8
RANBP2,Nuclear,3224,358199,1331,455,440,998,-1921
RBFOX2,Nuclear,390,41374,203,37,30,120,-161.3
RBM10,Nuclear,930,103533,360,138,137,295,-962.7
RBM10,Nuclear,130,14216,63,31,4,32,-74.1
RBM12B,Nuclear,1001,118103,434,206,181,180,-1077.3
RBM15,Nuclear,977,107189,427,185,119,246,-853.8
RBM15B,Nuclear,890,97205,404,170,102,214,-760.3
RBM17,Nuclear,401,44962,172,72,73,84,-337.6
RBM22,Nuclear,420,46896,197,64,47,112,-283.2
RBM39,Nuclear,530,59380,232,103,62,133,-343.9
RBM6,Nuclear,1123,128644,414,213,204,292,-1464
RBMXL1,Nuclear,390,42142,160,71,47,112,-503.6
RCC1,Nuclear,421,44969,212,56,44,109,-108.7
REV1,Nuclear,1251,138248,554,183,137,377,-648.7
RIF1,Nuclear,2472,274466,1009,331,352,780,-1231.5
RNF168,Nuclear,571,65020,191,108,89,183,-600.1
RNF169,Nuclear,708,77194,303,121,89,195,-541
RRP15,Nuclear,282,31484,100,55,59,68,-314.2
SAMD1,Nuclear,538,56052,312,73,65,88,-397
SCAF11,Nuclear,1463,164652,480,252,204,527,-1618.7
SDE2,Nuclear,451,49742,193,76,75,107,-323.8
SENP7,Nuclear,1050,119658,374,160,147,369,-704.2
SETD2,Nuclear,2564,287597,921,407,396,840,-2431.1
SF3A2,Nuclear,464,49256,286,72,30,76,-333.4
SF3A3,Nuclear,501,58849,186,86,94,135,-463
SF3B1,Nuclear,1304,145830,633,195,169,307,-502.8
SLU7,Nuclear,586,68387,200,124,109,153,-728.3
SMARCA1,Nuclear,1054,122605,453,190,168,243,-682.4
SMC1A,Nuclear,1233,143233,466,252,232,283,-1194.7
SMC3,Nuclear,1217,141542,462,230,214,311,-1062.7
SMC5,Nuclear,1101,128806,417,208,173,303,-850.1
SMC6,Nuclear,1091,126326,424,205,185,277,-856.1
SMU1,Nuclear,513,57544,231,73,60,149,-118.8
SNIP1,Nuclear,396,45778,138,103,64,91,-593.7
SNW1,Nuclear,536,61494,218,116,87,115,-614.1
SOX11,Nuclear,441,46679,201,55,67,118,-309.4
SRCAP,Nuclear,3230,343555,1676,361,358,835,-1460.7
STAG1,Nuclear,1258,144427,546,190,198,324,-621.7
STAG2,Nuclear,1231,141326,531,176,190,334,-519.3
SUPT6H,Nuclear,1726,199073,689,259,338,440,-1477.4
SYF2,Nuclear,243,28722,88,58,50,47,-283.9
SYMPK,Nuclear,1274,141148,644,169,166,295,-251.4
TARDBP,Nuclear,414,44740,197,45,44,128,-221.3
TEF,Nuclear,303,33248,140,49,49,65,-220.6
TERF1,Nuclear,439,50246,166,77,73,123,-335.2
TFIP11,Nuclear,837,96820,359,126,130,222,-535.4
TMPO,Nuclear,694,75492,300,101,87,206,-380.6
TMPO,Nuclear,454,50670,191,79,63,121,-346.7
TTC14,Nuclear,770,88319,272,153,120,225,-744.1
U2SURP,Nuclear,1029,118292,380,211,180,258,-1176
USF1,Nuclear,310,33538,133,36,38,103,-199.8
USF2,Nuclear,346,36955,167,36,43,100,-208.5
USPL1,Nuclear,1092,120440,451,141,132,368,-506.5
WDR12,Nuclear,423,47708,166,61,60,136,-163.3
WDR33,Nuclear,1336,145891,690,209,141,296,-1460.6
YLPM1,Nuclear,2146,241645,953,330,305,558,-2502.7
ZBED4,Nuclear,1171,130322,500,170,146,355,-486.8
ZBTB26,Nuclear,441,49953,176,73,55,137,-248.6
ZBTB40,Nuclear,1239,138118,520,194,165,360,-543.8
ZBTB42,Nuclear,422,46491,205,72,44,101,-185.6
ZBTB7B,Nuclear,539,58027,267,75,73,124,-328
ZC3H13,Nuclear,1668,196635,415,460,368,425,-3107.9
ZC3H18,Nuclear,953,106378,321,201,185,246,-1514.1
ZCCHC10,Nuclear,192,20967,44,34,27,87,-213.1
ZFP1,Nuclear,407,47516,138,85,51,133,-343.9
ZNF148,Nuclear,794,88976,300,122,108,264,-623.4
ZNF174,Nuclear,407,46455,153,88,42,124,-431.2
ZNF263,Nuclear,683,77299,272,125,94,192,-605
ZNF280D,Nuclear,979,109285,344,166,112,357,-756.3
ZNF362,Nuclear,420,45814,183,74,22,141,-231.6
ZNF367,Nuclear,350,38411,162,61,45,82,-285.8
ZNF496,Nuclear,587,66908,241,92,94,160,-510.8
ZNF524,Nuclear,264,28709,127,52,31,54,-219.8
ZNF581,Nuclear,197,22010,86,38,16,57,-144
ZNF638,Nuclear,1978,220625,774,323,310,571,-1594.2
ZNF644,Nuclear,1327,149565,483,241,174,429,-1038.8
AATF,Nuclear,560,63133,230,92,118,120,-510.4
ABT1,Nuclear,272,31079,119,58,40,55,-252.4
ADAR,Nuclear,1226,136066,550,190,142,344,-712.4
AHCTF1,Nuclear,2266,252498,967,311,290,698,-1016.9
AKAP17A,Nuclear,695,80735,252,172,114,157,-812.4
APOBEC3B,Nuclear,382,45924,164,46,45,127,-143.3
ASH1L,Nuclear,2969,332790,1189,563,343,874,-2218.6
ATAD2,Nuclear,1390,158554,545,241,230,374,-1040.8
ATAD2B,Nuclear,1458,164914,595,255,228,380,-999.5
ATAD5,Nuclear,1844,207570,682,333,244,585,-1389.5
BAZ1B,Nuclear,1483,170903,566,313,252,352,-1358.2
BAZ2A,Nuclear,1905,211198,850,269,248,538,-1218.7
BAZ2B,Nuclear,2168,240459,850,350,329,639,-1795.9
BEND3,Nuclear,828,94475,350,122,132,224,-508.1
BIRC5,Nuclear,142,16389,61,26,26,29,-106.3
BMS1,Nuclear,1282,145807,538,238,224,282,-994.2
BOP1,Nuclear,746,83630,355,112,106,173,-371.6
BRD1,Nuclear,1058,119520,462,194,142,260,-633
BRIX1,Nuclear,353,41401,154,82,42,75,-263.7
BRPF3,Nuclear,1205,135745,526,197,183,299,-836.2
BRWD1,Nuclear,2320,262936,866,415,323,716,-1874.9
BUD13,Nuclear,619,70521,217,148,98,156,-944.3
C14orf93,Nuclear,538,58697,245,76,75,142,-340.2
C19orf47,Nuclear,422,44746,205,66,38,113,-124.2
CASZ1,Nuclear,1759,190069,786,267,212,494,-1075.4
CCDC86,Nuclear,360,40236,151,77,44,88,-496.4
CDC40,Nuclear,579,65521,247,91,78,163,-320.7
CDCA7L,Nuclear,454,52206,161,80,83,130,-402.6
CDYL2,Nuclear,506,56500,215,87,63,141,-259
CEBPZ,Nuclear,1054,120974,421,183,183,267,-752.7
CENPC,Nuclear,943,106834,318,188,127,310,-954.6
CENPI,Nuclear,756,86720,339,100,64,253,-109
CENPL,Nuclear,344,38998,159,42,37,106,-18.8
CENPN,Nuclear,339,39555,144,55,38,102,-151.6
CENPP,Nuclear,288,33165,125,46,44,73,-112.4
CENPQ,Nuclear,268,30595,98,53,36,81,-222.1
CENPU,Nuclear,418,47522,146,88,66,118,-417.2
CHAF1A,Nuclear,956,106910,389,170,171,226,-897.7
CHD1,Nuclear,1710,196688,572,338,287,513,-1854.6
CHD2,Nuclear,1828,211344,640,384,315,489,-2085.6
CHTOP,Nuclear,248,26397,136,51,11,50,-175.6
CLK4,Nuclear,481,57492,161,119,69,132,-443.2
DCAF13,Nuclear,445,51402,187,87,53,118,-227.6
DDX10,Nuclear,875,100888,348,173,148,206,-725.1
DDX18,Nuclear,670,75407,292,120,78,180,-376.2
DDX21,Nuclear,783,87344,331,150,109,193,-597.8
DDX24,Nuclear,859,96332,374,157,119,209,-567
DDX27,Nuclear,796,89835,354,161,124,157,-537.5
DDX31,Nuclear,851,94087,393,156,75,227,-383
DDX47,Nuclear,455,50647,222,74,55,104,-119.8
DDX50,Nuclear,737,82565,295,133,98,211,-526.4
DDX51,Nuclear,666,72457,343,95,77,151,-229.7
DDX52,Nuclear,599,67466,274,112,69,144,-261
DDX54,Nuclear,881,98595,410,174,110,187,-598.1
DHX33,Nuclear,707,78874,348,103,73,183,-164.5
DNTTIP2,Nuclear,756,84469,250,129,127,250,-781.2
EBNA1BP2,Nuclear,306,34852,124,73,39,70,-351.9
ESF1,Nuclear,851,98796,273,172,205,201,-1043.7
FBL,Nuclear,321,33784,179,59,29,54,-154.2
FBLL1,Nuclear,334,34803,184,59,28,63,-141.2
FCF1,Nuclear,198,23370,82,47,22,47,-132.6
FTSJ3,Nuclear,847,96558,349,168,148,182,-701
FYTTD1,Nuclear,318,35818,139,65,19,95,-259.1
GAR1,Nuclear,217,22348,129,40,16,32,-184.8
GMCL1,Nuclear,515,58685,221,67,60,167,-166.2
GNL2,Nuclear,731,83655,289,141,110,191,-646
GNL3,Nuclear,549,61993,229,105,79,136,-388.1
HEATR1,Nuclear,2144,242370,1054,281,254,555,125.5
HMGN4,Nuclear,90,9539,38,28,11,13,-155.2
HNRNPA2B1,Nuclear,353,37430,173,51,39,90,-328.8
HNRNPA3,Nuclear,378,39595,186,57,42,93,-373.8
HNRNPC,Nuclear,306,33670,120,49,59,78,-298.9
HNRNPDL,Nuclear,420,46438,182,69,43,126,-399.8
HNRNPH3,Nuclear,346,36926,183,46,39,78,-254.1
HNRNPL,Nuclear,589,64133,286,83,60,160,-382
HNRNPR,Nuclear,633,70943,282,102,90,159,-590.5
HOXC13,Nuclear,330,35379,160,47,27,96,-190.7
IMP3,Nuclear,184,21850,81,39,27,37,-83.1
IMP4,Nuclear,291,33757,129,62,41,59,-176.5
INCENP,Nuclear,918,105429,341,191,150,236,-1111.3
ISG20L2,Nuclear,353,39154,148,75,31,99,-274.4
KAT6A,Nuclear,2004,225028,774,291,300,639,-1855.1
KAT6B,Nuclear,2073,231378,781,304,300,688,-1862.1
KMT2A,Nuclear,3969,431764,1629,619,432,1289,-2947.9
KRI1,Nuclear,703,82598,232,138,163,170,-1002.3
KRR1,Nuclear,381,43665,160,86,52,83,-297.7
LAS1L,Nuclear,734,83065,306,89,131,208,-438
LEMD3,Nuclear,911,99997,414,134,111,252,-504.6
MAFG,Nuclear,162,17850,71,32,19,40,-104.5
MAK16,Nuclear,300,35369,99,59,65,77,-324.2
MATR3,Nuclear,847,94623,341,141,134,231,-786.5
MBD1,Nuclear,605,66607,265,111,67,162,-462.8
MECP2,Nuclear,486,52441,211,110,62,103,-523.9
MEN1,Nuclear,615,68023,308,82,76,149,-221.3
MIS18BP1,Nuclear,1132,129085,411,209,149,363,-1030.5
MKI67,Nuclear,3256,358694,1283,625,448,900,-3174.3
MPHOSPH10,Nuclear,681,78864,235,125,168,153,-756.1
MTF2,Nuclear,593,67090,234,107,71,181,-381.8
MYBBP1A,Nuclear,1328,148855,621,220,151,336,-571.5
MYEF2,Nuclear,600,64122,316,88,73,123,-346.7
NAT10,Nuclear,1025,115730,489,153,123,260,-241
NGDN,Nuclear,315,35894,127,69,47,72,-253.8
NIFK,Nuclear,293,34222,108,63,37,85,-279.1
NIP7,Nuclear,180,20463,85,29,20,46,-38.1
NKRF,Nuclear,690,77673,277,114,85,214,-510
NOC2L,Nuclear,749,84919,335,109,114,191,-322.5
NOC3L,Nuclear,800,92548,343,162,119,176,-428.1
NOC4L,Nuclear,516,58468,273,79,59,105,-41.7
NOL10,Nuclear,688,80302,262,130,108,188,-513.1
NOL11,Nuclear,719,81124,332,89,86,212,-78.2
NOL6,Nuclear,1146,127593,600,156,123,267,-180.9
NOL7,Nuclear,257,29426,98,57,42,60,-278.1
NOL8,Nuclear,1167,131616,395,226,204,342,-1279.6
NOL9,Nuclear,702,79323,328,110,66,198,-209.5
NOP2,Nuclear,812,89302,359,140,108,205,-655.7
NOP56,Nuclear,594,66050,263,110,79,142,-279.6
NOP58,Nuclear,529,59578,229,108,82,110,-268
NSA2,Nuclear,260,30065,108,71,24,57,-225
NSD1,Nuclear,2696,296652,1106,432,347,811,-2003.3
NUP107,Nuclear,925,106374,404,131,141,249,-344.5
NUP133,Nuclear,1156,128979,524,130,155,347,-272.6
NUP155,Nuclear,1391,155199,678,159,151,403,-179.2
NUP205,Nuclear,2012,227922,984,253,240,535,-183.4
NVL,Nuclear,856,95051,401,133,128,194,-366.2
PAK1IP1,Nuclear,392,43964,168,78,49,97,-151
PDCD11,Nuclear,1871,208701,872,318,233,448,-653.6
PHF11,Nuclear,331,37582,135,57,46,93,-193.8
PHF2,Nuclear,1096,120775,459,195,136,306,-813.5
PHIP,Nuclear,1821,206689,736,317,235,533,-1283.2
PNN,Nuclear,717,81628,220,148,139,210,-1013.6
PPHLN1,Nuclear,458,52737,154,90,69,145,-595.1
PPM1D,Nuclear,605,66675,282,94,66,163,-312.7
PWP2,Nuclear,919,102452,428,123,117,251,-202.4
PWWP2A,Nuclear,755,81960,332,118,93,212,-589.7
RAI1,Nuclear,1906,203352,860,280,193,573,-1463.3
RALY,Nuclear,306,32463,146,47,37,76,-197
RBM19,Nuclear,960,107332,407,166,155,232,-722.6
RBM28,Nuclear,759,85738,305,163,125,166,-725.7
RBM34,Nuclear,430,48565,173,101,52,104,-397.1
RBM45,Nuclear,476,53502,217,67,60,132,-221.7
RCL1,Nuclear,373,40843,196,51,33,93,-7.1
REXO4,Nuclear,422,46672,189,90,54,89,-348.9
RGS7,Nuclear,495,57668,199,81,68,147,-372.4
RNPS1,Nuclear,305,34208,90,88,27,100,-478.4
RPF1,Nuclear,349,40111,148,78,40,83,-288.8
RPF2,Nuclear,306,35583,129,75,35,67,-209.2
RPL7L1,Nuclear,255,29669,120,61,23,51,-102.1
RREB1,Nuclear,1687,181420,769,262,212,444,-1061.1
RRP1,Nuclear,461,52839,202,88,72,99,-386.2
RRP12,Nuclear,1297,143702,632,215,154,296,-292.3
RRP1B,Nuclear,758,84428,335,146,91,186,-577.5
RRP36,Nuclear,259,29823,108,62,34,55,-288.3
RRP7A,Nuclear,280,32334,121,59,39,61,-209.7
RRP8,Nuclear,456,50715,200,86,55,115,-344.3
RRS1,Nuclear,365,41193,163,85,43,74,-415.7
RSF1,Nuclear,1441,163821,475,264,329,373,-1720.2
RSL1D1,Nuclear,490,54973,189,117,55,129,-440.4
RSL24D1,Nuclear,163,19621,62,45,21,35,-169.9
SAFB,Nuclear,915,102642,319,185,199,212,-1231.1
SAFB2,Nuclear,953,107473,359,203,197,194,-1226.8
SAP18,Nuclear,153,17561,65,28,20,40,-117.7
SENP3,Nuclear,574,65010,262,94,70,148,-410.7
SLTM,Nuclear,1034,117148,334,242,213,245,-1501.8
SMARCA5,Nuclear,1052,121905,446,184,163,259,-756.5
SON,Nuclear,2426,263830,1102,307,320,697,-1356.4
SPEN,Nuclear,3664,402248,1553,598,519,994,-3167.3
SPIN4,Nuclear,249,28660,115,45,36,53,-122.6
SRFBP1,Nuclear,429,48634,152,94,65,118,-446.7
SRSF9,Nuclear,221,25542,91,42,35,53,-236.8
STRBP,Nuclear,672,73653,314,103,80,175,-288.3
SUGP2,Nuclear,1082,120207,489,174,154,265,-690.8
SUN1,Nuclear,785,87110,364,100,83,238,-218.3
SUN2,Nuclear,717,80311,315,99,88,215,-345.5
SURF6,Nuclear,361,41450,136,103,54,68,-493.3
SUV39H2,Nuclear,410,46682,168,60,47,135,-191.1
SYNE2,Nuclear,6885,796442,2659,1053,1155,2018,-4364.8
TBL3,Nuclear,808,89035,389,109,87,223,-78
TCF20,Nuclear,1960,211771,815,287,189,669,-1947.6
TEX10,Nuclear,929,105674,437,138,80,274,-66.6
TFAP2C,Nuclear,450,49177,217,68,45,120,-210.7
TMEM201,Nuclear,666,72236,333,89,43,201,-125.2
TOP2A,Nuclear,1531,174385,630,270,226,405,-1064.5
TOP2B,Nuclear,1626,183267,687,276,244,419,-1062.3
TRA2A,Nuclear,282,32689,83,77,28,94,-447.8
TTF1,Nuclear,905,103051,336,192,135,242,-849.6
UBN1,Nuclear,1134,121520,518,194,129,293,-760.1
URB1,Nuclear,2271,254389,1148,284,258,581,41.3
URB2,Nuclear,1524,170544,783,177,141,423,245.6
USP36,Nuclear,1123,122908,472,202,105,344,-861.8
USP42,Nuclear,1324,145392,554,248,166,356,-1226.7
UTP14A,Nuclear,771,87978,306,151,135,179,-725.7
UTP15,Nuclear,518,58415,237,88,59,134,-147.7
UTP18,Nuclear,556,62004,253,94,73,136,-319
UTP20,Nuclear,2785,318385,1317,427,355,686,-354.2
UTP3,Nuclear,479,54558,183,94,99,103,-490
UTP6,Nuclear,597,70194,254,104,92,147,-263.9
WDR18,Nuclear,432,47405,214,54,43,121,-20.5
WDR3,Nuclear,943,106099,427,149,135,232,-241.3
WDR36,Nuclear,951,105322,467,121,95,268,-84.7
WDR43,Nuclear,677,74891,288,95,99,195,-319.6
WDR46,Nuclear,610,68071,289,118,70,133,-367.6
WDR74,Nuclear,385,42441,180,60,44,101,-209.8
WDR75,Nuclear,830,94499,351,111,109,259,-209.2
WDR76,Nuclear,626,69769,260,102,63,201,-333.7
XPC,Nuclear,940,105953,380,189,146,225,-821.2
ZBTB33,Nuclear,672,74484,277,77,91,227,-301.3
ZFP62,Nuclear,900,102511,284,221,102,293,-880.9
ZFR,Nuclear,1074,117012,471,154,103,346,-604
ZFX,Nuclear,805,90522,318,153,138,196,-498.5
ZMYND11,Nuclear,602,70963,202,130,89,181,-564
ZNF280C,Nuclear,737,83096,272,143,70,252,-519.6
ZNF292,Nuclear,2723,304816,1056,394,327,946,-1656.9
ZNF326,Nuclear,582,65654,223,95,111,153,-640.3
ZNF512,Nuclear,567,64682,213,129,60,165,-520.6
ZNF518A,Nuclear,1483,166782,576,257,150,500,-973.5
ZNF800,Nuclear,664,75236,232,143,75,214,-587.2
ACOT1,Nuclear,421,46277,236,61,49,75,-67.1
ACTL8,Nuclear,366,41360,179,44,42,101,-88.8
ACTN4,Nuclear,911,104854,382,140,150,239,-580.1
ADAT1,Nuclear,502,55392,233,79,50,140,-207.4
AFF1,Nuclear,1210,131422,465,205,139,401,-1206.8
AFF4,Nuclear,1163,127459,384,209,145,425,-1397.3
AGGF1,Nuclear,714,80977,252,119,128,215,-754.3
AHNAK,Nuclear,5890,629101,3272,970,956,692,-2938.2
AK2,Nuclear,239,26478,122,39,33,45,-67.2
AKAP7,Nuclear,104,11465,37,14,18,35,-110.1
AKAP7,Nuclear,348,39518,147,56,55,90,-228.4
AKAP8L,Nuclear,646,71640,264,90,110,182,-661.7
AKIRIN1,Nuclear,192,21867,82,28,21,61,-167.3
AKIRIN2,Nuclear,203,22496,90,30,22,61,-106.8
ALKBH5,Nuclear,394,44256,172,75,55,92,-273.6
AMBRA1,Nuclear,1298,142507,565,164,131,438,-800
AMMECR1L,Nuclear,310,34499,135,48,27,100,-152.9
AMOT,Nuclear,1084,118085,497,152,116,319,-771.7
ANGEL2,Nuclear,544,62339,228,86,59,171,-243.9
ANKRD10,Nuclear,420,44768,195,48,44,133,-121.9
ANKRD12,Nuclear,2062,235652,660,414,368,620,-2321.3
ANLN,Nuclear,1124,124199,435,167,148,374,-759.8
ANP32A,Nuclear,249,28585,84,29,89,47,-313.8
ANP32B,Nuclear,251,28788,89,29,94,39,-292.2
APEX1,Nuclear,318,35555,145,52,43,78,-185.4
API5,Nuclear,524,59005,244,75,70,135,-205.6
APTX,Nuclear,356,40740,152,70,41,93,-195.5
ARGLU1,Nuclear,273,33216,67,89,61,56,-498.3
ARID1A,Nuclear,2285,242045,1128,207,180,770,-1776.7
ARID1B,Nuclear,2319,243943,1173,241,192,713,-1645.4
ARID3A,Nuclear,593,62889,308,64,84,137,-386.8
ARID3B,Nuclear,561,60637,266,68,62,165,-310.3
ARID4B,Nuclear,1312,147809,442,230,273,367,-1434.4
ARL6IP4,Nuclear,237,26375,69,67,28,73,-342.8
ARNT,Nuclear,789,86636,343,90,82,274,-484.8
ARNT2,Nuclear,717,78691,322,85,74,236,-398.1
ARSA,Nuclear,507,53588,295,49,45,118,5.9
ASB7,Nuclear,318,36011,147,55,37,79,-109.9
ASH2L,Nuclear,628,68723,289,83,85,171,-383.3
ATF1,Nuclear,271,29233,103,33,27,108,-176.7
ATF7IP,Nuclear,1270,136394,539,130,195,406,-824.8
ATF7IP2,Nuclear,682,75764,248,98,83,253,-461.3
ATMIN,Nuclear,823,88348,366,75,87,295,-299.4
ATN1,Nuclear,1190,125414,606,162,95,327,-1021.6
ATRIP,Nuclear,791,85838,382,103,94,212,-209.6
ATXN1,Nuclear,815,86923,396,97,62,260,-405.8
ATXN1L,Nuclear,689,73306,348,75,63,203,-277.6
AUNIP,Nuclear,357,40253,131,57,45,124,-327
BATF,Nuclear,125,14120,44,24,16,41,-132.6
BCCIP,Nuclear,314,35979,128,41,66,79,-216.6
BCL6,Nuclear,706,78846,297,111,76,222,-418.8
BCL7A,Nuclear,210,22810,73,33,39,65,-251.3
BCL7B,Nuclear,202,22195,74,25,36,67,-181.8
BCL9,Nuclear,1426,149290,795,140,99,392,-985.8
BCL9L,Nuclear,1499,157129,843,141,99,416,-1032.1
BOD1L1,Nuclear,3051,330466,1103,480,577,891,-3021.1
BRD3,Nuclear,726,79542,317,129,92,188,-610.5
BRD4,Nuclear,1362,152219,610,220,150,382,-1472.4
BRD8,Nuclear,1235,135336,557,139,226,313,-657.1
BRF1,Nuclear,677,73840,307,101,109,160,-339.7
BRF2,Nuclear,419,46533,194,54,44,127,-106.5
BTG3,Nuclear,252,29116,108,48,29,67,-184
BUB3,Nuclear,328,37155,136,44,37,111,-168.6
C15orf39,Nuclear,1047,110673,566,117,91,273,-460
C16orf87,Nuclear,154,17799,50,43,20,41,-172.9
C18orf25,Nuclear,404,43395,148,52,69,135,-321.9
C1orf174,Nuclear,243,25977,100,37,34,72,-174.8
C1orf52,Nuclear,182,20599,69,33,38,42,-246
C2orf49,Nuclear,232,25858,93,44,26,69,-202.3
C5orf22,Nuclear,442,49967,187,51,72,132,-184.9
C9orf78,Nuclear,289,33688,105,63,60,61,-350.7
C9orf85,Nuclear,179,20166,74,39,14,52,-71.7
CALR,Nuclear,417,48142,157,57,109,94,-460.5
CALU,Nuclear,315,37107,116,52,82,65,-316.2
CAPRIN1,Nuclear,709,78366,296,76,86,251,-646.1
CBFA2T2,Nuclear,604,67133,260,95,69,180,-412.3
CBFA2T3,Nuclear,653,71192,297,106,74,176,-471.6
CBX1,Nuclear,185,21418,62,37,48,38,-236.5
CBX3,Nuclear,183,20811,70,34,38,41,-176.9
CCAR1,Nuclear,1150,132821,428,198,204,320,-1180.7
CCAR2,Nuclear,923,102902,443,122,139,219,-480
CCDC117,Nuclear,279,30541,131,39,47,62,-177.6
CCDC12,Nuclear,166,19181,62,43,41,20,-214.7
CCDC174,Nuclear,467,53958,177,93,92,105,-580
CCDC82,Nuclear,544,64002,152,100,124,168,-678.8
CCND3,Nuclear,292,32520,142,39,33,78,-28.2
CCNE1,Nuclear,410,47077,187,59,58,106,-153.7
CCNE2,Nuclear,404,46757,178,60,48,118,-111.2
CCNH,Nuclear,323,37643,139,52,45,87,-122.4
CCNL1,Nuclear,526,59634,197,129,48,152,-463.4
CCNT1,Nuclear,726,80685,289,121,73,243,-509.4
CCNT2,Nuclear,730,81029,273,128,69,260,-493.7
CD2BP2,Nuclear,341,37646,156,41,66,78,-282.4
CDC45,Nuclear,566,65569,241,83,87,155,-186.5
CDC7,Nuclear,574,63888,253,91,63,167,-234.4
CDC73,Nuclear,531,60577,238,97,68,128,-306.3
CDK11A,Nuclear,783,91362,278,160,176,169,-975
CDK11B,Nuclear,795,92620,281,168,178,168,-1015
CDK12,Nuclear,1490,164155,610,261,175,444,-1353.1
CDK7,Nuclear,346,39038,178,52,38,78,-55.3
CDK9,Nuclear,372,42778,170,60,44,98,-139.5
CDKN1A,Nuclear,164,18119,74,28,23,39,-138.6
CDKN1B,Nuclear,198,22073,75,35,31,57,-249.7
CDKN2AIP,Nuclear,580,61125,223,78,58,221,-284.8
CDKN2AIPNL,Nuclear,116,13196,54,16,20,26,-53.1
CDT1,Nuclear,546,60390,269,93,60,124,-306.5
CFDP1,Nuclear,299,33593,105,54,75,65,-366.6
CGGBP1,Nuclear,167,18820,67,32,20,48,-112.6
CHCHD10,Nuclear,142,14149,83,11,6,42,-26.8
CHCHD2,Nuclear,151,15513,86,15,8,42,-57.8
CHCHD5,Nuclear,110,12395,48,14,12,36,-53.4
CHCHD7,Nuclear,85,10095,31,15,11,28,-77.3
CHD1L,Nuclear,897,101000,406,146,128,217,-408.7
CHD8,Nuclear,2581,290519,1110,409,376,686,-1740
CHD9,Nuclear,2897,326022,1165,449,389,894,-2114.5
CHEK2,Nuclear,543,60915,227,76,76,164,-251.3
CHFR,Nuclear,664,73386,273,88,86,217,-384.1
CHTF18,Nuclear,975,107383,494,141,122,218,-396.9
CHTF8,Nuclear,121,13314,66,19,13,23,14.4
CIC,Nuclear,1608,163820,896,163,133,416,-765.4
CIR1,Nuclear,450,52313,115,128,70,137,-760.7
CLASRP,Nuclear,674,77161,217,170,94,193,-976.6
CLK3,Nuclear,638,73515,260,145,73,160,-570.8
CLP1,Nuclear,425,47646,205,60,55,105,-93.4
CLSPN,Nuclear,1339,151094,472,216,298,353,-1468.9
CMTR1,Nuclear,835,95321,368,134,121,212,-379.3
COA5,Nuclear,74,8376,30,14,9,21,-54.9
COA6,Nuclear,125,14116,52,20,15,38,-77.9
COA7,Nuclear,231,25709,100,35,34,62,-130.8
CORO1C,Nuclear,474,53249,216,73,63,122,-165.2
COX17,Nuclear,63,6915,29,13,10,11,-37.1
COX19,Nuclear,90,10394,36,19,13,22,-82
CPOX,Nuclear,454,50152,220,72,52,110,-201
